CENI - BURKINA FASO;
ELECTIONS COUPLEES PRESIDENTIELLE/LEGISLATIVES DU 11/10/2015;
STATISTIQUES DES BUREAUX DE VOTES PAR COMMUNES \ ARRONDISSEMENTS;
LISTE DEFINITIVE;
CENI 09/09/2015;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
BAGASSI;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
ASSIO;ASSIO II\ECOLE;Bureau de vote 1; 348;
OURY;EX-COMMISSARIAT;Bureau de vote 2; 476;
SANFO;MAGASIN GV;Bureau de vote 1; 249;
SANI;ECOLE;Bureau de vote 1; 453;
SERENA;ECOLE B;Bureau de vote 1; 537;
SEYOU;ECOLE;Bureau de vote 1; 393;
SIOU;CENTRE DE FORMATION;Bureau de vote 1; 363;
SIOU;CENTRE DE FORMATION;Bureau de vote 2; 543;
SOUBOUY;ECOLE;Bureau de vote 1; 337;
TAPLARA;MAGASIN GV;Bureau de vote 1; 197;
ZINAKONGO;ECOLE;Bureau de vote 1; 486;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 9 231;
 25;
CENI/ Liste definitive 11/10/2015;7;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
PA;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BORO;BORO ECOLE\ECOLE;Bureau de vote 1; 349;
BORO;MARCHE DE COTON\HANGAR;Bureau de vote 1; 115;
DIDIE;BARRON\HANGAR;Bureau de vote 1; 47;
DIDIE;ECOLE;Bureau de vote 1; 435;
HEREDOUGOU;ECOLE;Bureau de vote 1; 277;
KOPOI;ECOLE;Bureau de vote 1; 501;
KOUPELE;ECOLE;Bureau de vote 1; 211;
PA;BAHOUN\HANGAR;Bureau de vote 1; 35;
PA;CEBNF BWABA\CEBNF;Bureau de vote 1; 481;
PA;CEBNF BWABA\CEBNF;Bureau de vote 2; 477;
PA;CEBNF BWABA\CEBNF;Bureau de vote 3; 328;
PA;ECOLE C;Bureau de vote 1; 472;
PA;ECOLE C;Bureau de vote 2; 449;
PA;ROBANKA\HANGAR;Bureau de vote 1; 21;
PA;SECTEUR 2\ECOLE B;Bureau de vote 1; 465;
PA;SECTEUR 2\ECOLE B;Bureau de vote 2; 456;
PA;SECTEUR 2\ECOLE B;Bureau de vote 3; 128;
PA;YARGO\HANGAR;Bureau de vote 1; 79;
VOHO;ECOLE;Bureau de vote 1; 390;
YAMANE;CAMP PEUPH\ECOLE;Bureau de vote 1; 538;
YAMANE;CAMP PEUPH\HANGAR;Bureau de vote 1; 28;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 6 282;
 21;
CENI/ Liste definitive 11/10/2015;8;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
POMPOI;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BATTITI;ECOLE;Bureau de vote 1; 208;
FEGUE;MAGASIN;Bureau de vote 1; 101;
KIETOU;MAGASIN\MAGASIN DE SECHAGE;Bureau de vote 1; 185;
KOKOI;ECOLE;Bureau de vote 1; 268;
KONKOLIKO;ECOLE;Bureau de vote 1; 437;
KONKOLIKO;ECOLE;Bureau de vote 2; 270;
PANA;ECOLE;Bureau de vote 1; 324;
PANI;MAGASIN;Bureau de vote 1; 82;
POMPOI;ECOLE;Bureau de vote 1; 476;
POMPOI;ECOLE;Bureau de vote 2; 220;
POMPOI;MAGASIN\MAGASIN (UDPC);Bureau de vote 1; 463;
POMPOI;MAGASIN\MAGASIN (UDPC);Bureau de vote 2; 121;
POMPOI GARE;MAGASIN\MAGASIN (RAN);Bureau de vote 1; 285;
SAN;ECOLE;Bureau de vote 1; 282;
SIO;ECOLE;Bureau de vote 1; 329;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 4 051;
 15;
CENI/ Liste definitive 11/10/2015;9;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
POURA;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BASNERE;MAGASIN;Bureau de vote 1; 178;
DARSALAM;ANCIEN PSP;Bureau de vote 1; 280;
KANKELE;CENTRE DE FORMATION;Bureau de vote 1; 250;
MOUHOUN III;MAGASIN;Bureau de vote 1; 132;
PIG-POORE;CENTRE DE FORMATION;Bureau de vote 1; 216;
POURA;POURA MINE\CENTRE DE FORMATION;Bureau de vote 1; 459;
POURA;POURA MINE\CENTRE DE FORMATION;Bureau de vote 2; 536;
POURA;POURA MINE\ECOLE B;Bureau de vote 1; 461;
POURA;POURA MINE\ECOLE B;Bureau de vote 2; 456;
POURA;POURA MINE\ECOLE B;Bureau de vote 3; 149;
POURA;POURA MINE\PREFECTURE;Bureau de vote 1; 462;
POURA;POURA MINE\PREFECTURE;Bureau de vote 2; 448;
POURA;POURA MINE\PREFECTURE;Bureau de vote 3; 186;
POURA;POURA-MINE\ECOLE C;Bureau de vote 1; 94;
POURA VILLAGE;ECOLE;Bureau de vote 1; 486;
POURA VILLAGE;ECOLE;Bureau de vote 2; 126;
TOECIN;MAGASIN;Bureau de vote 1; 219;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 5 138;
 17;
CENI/ Liste definitive 11/10/2015;10;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
SIBY;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BALLAO;DARSALAMI\HANGAR;Bureau de vote 1; 134;
BALLAO;KIENI\HANGAR;Bureau de vote 1; 138;
BALLAO;MAGASIN GPC;Bureau de vote 1; 265;
BITIAKO;CENTRE D'ALPHABETISATION;Bureau de vote 1; 441;
BITIAKO;CENTRE D'ALPHABETISATION;Bureau de vote 2; 188;
BOROMISSI;ECOLE\CLASSE CP1;Bureau de vote 1; 242;
KALEMBOULY;MAGASIN GPC;Bureau de vote 1; 438;
SECACO;ECOLE;Bureau de vote 1; 549;
SIBY;ECOLE A;Bureau de vote 1; 509;
SIBY;ECOLE A;Bureau de vote 2; 522;
SIBY;ECOLE B;Bureau de vote 1; 459;
SIBY;ECOLE B;Bureau de vote 2; 360;
SOROBOULY;CFJA;Bureau de vote 1; 307;
SOUHO;ECOLE;Bureau de vote 1; 349;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 4 901;
 14;
CENI/ Liste definitive 11/10/2015;11;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BALE;
COMMUNE;
YAHO;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BONDO;ECOLE;Bureau de vote 1; 353;
FOBIRI;ECOLE;Bureau de vote 1; 510;
GRAND BALE;GARE FERROVIAIRE;Bureau de vote 1; 131;
KONGOBA;ECOLE;Bureau de vote 1; 242;
MADOU;ECOLE;Bureau de vote 1; 464;
MADOU;ECOLE;Bureau de vote 2; 160;
MAMOU;ECOLE A;Bureau de vote 1; 456;
MAMOU;ECOLE A;Bureau de vote 2; 300;
MAOULA;B. DE CEREALE;Bureau de vote 1; 228;
MINA;ECOLE;Bureau de vote 1; 222;
MOUNI;ECOLE;Bureau de vote 1; 377;
YAHO;ECOLE A;Bureau de vote 1; 481;
YAHO;ECOLE A;Bureau de vote 2; 470;
YAHO;ECOLE A;Bureau de vote 3; 490;
YAHO;ECOLE A;Bureau de vote 4; 235;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 5 119;
 15;
Nombre de bureaux de la province; 235;Nombre d'inscrits de la province; 78 251;
CENI/ Liste definitive 11/10/2015;12;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BANWA;
COMMUNE;
BALAVE;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BADINGA;BADINGA\ECOLE;Bureau de vote 1; 483;
BADINGA;BADINGA\ECOLE;Bureau de vote 2; 132;
BALAVE;BOBO\ECOLE A;Bureau de vote 1; 454;
BALAVE;BOBO\ECOLE A;Bureau de vote 2; 472;
BALAVE;BOBO\ECOLE A;Bureau de vote 3; 547;
BALAVE;BOBO\ECOLE A;Bureau de vote 4; 276;
BALAVE;GOROYIRI\ECOLE FRANCO ARABE;Bureau de vote 1; 132;
BALAVE;MINI-ZOGORE\PLACE PUBLIQUE;Bureau de vote 1; 93;
DOGO;BOWABA\PLACE PUBLIQUE (HANGAR);Bureau de vote 1; 74;
DOGO;DOGO\ECOLE;Bureau de vote 1; 180;
GAMA;GAMA\ECOLE;Bureau de vote 1; 222;
HASBIALAYE;HASBIALAYE\ECOLE FRANCO ARABE;Bureau de vote 1; 370;
LAGO;LAGO\ECOLE;Bureau de vote 1; 327;
TANGOUNA;BOBO\ECOLE;Bureau de vote 1; 189;
TANGOUNA;TIMBA\PLACE PUBLIQUE;Bureau de vote 1; 88;
YASO;CARNARAKUY\ECOLE FRANCO ARABE;Bureau de vote 1; 80;
YASO;MARKA\CPC;Bureau de vote 1; 459;
YASO;MARKA\CPC;Bureau de vote 2; 517;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 5 095;
 18;
CENI/ Liste definitive 11/10/2015;13;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BANWA;
COMMUNE;
KOUKA;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BANKOUMA;BOBO DE BANKOUMA\ECOLE;Bureau de vote 1; 435;
BANKOUMA;DIMA-LANFIERA\ECOLE;Bureau de vote 1; 241;
BOURAWALE;BOBO DE BOURAWALE\ECOLE;Bureau de vote 1; 204;
DIONTALA;BOBO DE DIONTALA\ECOLE A;Bureau de vote 1; 312;
DIONTALA;MOSSI DE DIONTALA\ECOLE B;Bureau de vote 1; 370;
FINI;BOBO\ECOLE DE FINI;Bureau de vote 1; 450;
FINI;BOBO\ECOLE DE FINI;Bureau de vote 2; 173;
HOUNA;BAMBARASSO\ECOLE;Bureau de vote 1; 330;
HOUNA;BOBO DE HOUNA\ECOLE;Bureau de vote 1; 506;
KELWORO;SAMO DE KELWORO\ECOLE;Bureau de vote 1; 294;
KOUKA;BOBO CHEF DE TERRE\ECOLE C;Bureau de vote 1; 504;
KOUKA;BOBO DES CHEFS COUTUMIER\PREFECTURE;Bureau de vote 1; 410;
KOUKA;CAMP MOSSI\ECOLE DE KOUKA A;Bureau de vote 1; 450;
KOUKA;CAMP MOSSI\ECOLE DE KOUKA A;Bureau de vote 2; 184;
KOUKA;CAMP MOSSI\ECOLE DE KOUKA A;Bureau de vote 3; 491;
KOUKA;CAMP MOSSI\ECOLE DE KOUKA A;Bureau de vote 4; 139;
KOUKA;CAMP SAMO\LYCEE DEPARTEMENTAL;Bureau de vote 1; 422;
KOUKA;CAMP SAMO\LYCEE DEPARTEMENTAL;Bureau de vote 2; 395;
KOUKA;CAMP SANTAKOUME\ECOLE B;Bureau de vote 1; 532;
KOULAKOU;SAMO DE KOULAKOU\ECOLE DE KOULAKOU;Bureau de vote 1; 275;
KOUROUMANI;CAMP BOBO COTE SUD DE KOUROUMANI\ECOLE A;Bureau de vote 1; 552;
LIABA;BOBO DE LIABA\ECOLE DE LIABA;Bureau de vote 1; 191;
MAHOUANA;CAMP BOBO DE MAHOUANA\ECOLE A;Bureau de vote 1; 463;
MAHOUANA;CAMP BOBO DE MAHOUANA\ECOLE A;Bureau de vote 2; 210;
MAHOUANA;WARANKO\ECOLE DE WARANKO;Bureau de vote 1; 411;
MOLLE;CAMP BOBO DE MOLLE\ECOLE DE MOLLE;Bureau de vote 1; 245;
MOLLE;CAMP MOSSI DE MOLLE\ECOLE  A;Bureau de vote 1; 405;
MOLLE;MOLLE KOTOU CAMP BAMBARA\ECOLE B;Bureau de vote 1; 208;
SAINT MICHEL;CAMP MOSSI DE SAINT MICHEL\ECOLE;Bureau de vote 1; 262;
SALLE;BOBO DE SALLE\ECOLE DE SALLE;Bureau de vote 1; 540;
SALLE;SATRE\ECOLE DE SATRE;Bureau de vote 1; 272;
SAMA;MOSSI COTE NORD DE SAMA\ECOLE A;Bureau de vote 1; 462;
SAMA;MOSSI COTE NORD DE SAMA\ECOLE A;Bureau de vote 2; 347;
SELENKORO;CAMP BOBO DE SELENKORO\ECOLE DE SELENKORO;Bureau de vote 1; 449;
SIRABADARA;MAHOUANA-KOTOU\ECOLE;Bureau de vote 1; 464;
SIRABADARA;MAHOUANA-KOTOU\ECOLE;Bureau de vote 2; 256;
SIWI;CAMP BOBO\ECOLE;Bureau de vote 1; 539;
SIWI;SIWI KOTOU\ECOLE;Bureau de vote 1; 510;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 13 903;
 38;
CENI/ Liste definitive 11/10/2015;14;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BANWA;
COMMUNE;
SAMI;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BASNERE;BASNERE\ECOLE;Bureau de vote 1; 185;
BONKOROWE;ECOLE 1\ECOLE;Bureau de vote 1; 181;
DERE;ECOLE;Bureau de vote 1; 203;
DIMA;ECOLE;Bureau de vote 1; 246;
DIMIBO;ECOLE;Bureau de vote 1; 220;
FELEWE;FELEWE\ECOLE;Bureau de vote 1; 170;
PRIWE;ECOLE;Bureau de vote 1; 463;
SAGOETA;ECOLE;Bureau de vote 1; 284;
SAMI;MAIRIE;Bureau de vote 1; 202;
SEINDE;ECOLE;Bureau de vote 1; 122;
SIGUI;ECOLE;Bureau de vote 1; 87;
SOGODJANKOLI;ECOLE;Bureau de vote 1; 341;
SOGODJANKOLI;ECOLE;Bureau de vote 2; 152;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 2 856;
 13;
CENI/ Liste definitive 11/10/2015;15;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BANWA;
COMMUNE;
SANABA;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BENDOUGOU;ARBINDA\ARBRE A PALABRE;Bureau de vote 1; 212;
BENDOUGOU;LAFIABOUGOU\ARBRE A PALABRE;Bureau de vote 1; 205;
BENDOUGOU;MOSSI\ECOLE;Bureau de vote 1; 240;
BERENKUY;BWABA\ECOLE;Bureau de vote 1; 234;
DIO;BWABA\ECOLE;Bureau de vote 1; 190;
DIO;GOMINITENGA\ECOLE;Bureau de vote 1; 246;
FOUNA;DAFING\ECOLE;Bureau de vote 1; 313;
GNOUMAKUY;BWABA\ECOLE;Bureau de vote 1; 158;
GOMBIO;MOSSI\ECOLE;Bureau de vote 1; 104;
KOBA;MOSSI\ECOLE;Bureau de vote 1; 243;
KOSSO;BWABA\ECOLE;Bureau de vote 1; 178;
KOSSO;NEMALAYE\ARBRE A PALABRE;Bureau de vote 1; 116;
KOSSOBA;BWABA\ARBRE A PALABRE;Bureau de vote 1; 342;
KOSSOBA;MOSSI\ECOLE;Bureau de vote 1; 241;
KOUNLA;BWABA\ECOLE;Bureau de vote 1; 197;
MOUSSAKUY;MOSSI\ECOLE;Bureau de vote 1; 285;
NAMASSA;MOSSI\ECOLE;Bureau de vote 1; 301;
NEMENA;BWABA\ECOLE;Bureau de vote 1; 295;
OUARAKUY;BWABA\ECOLE;Bureau de vote 1; 238;
PEKUY;BWABA\ECOLE;Bureau de vote 1; 131;
SANABA;BORD CARREFOUR\CPL;Bureau de vote 1; 470;
SANABA;BORD CARREFOUR\CPL;Bureau de vote 2; 253;
SANABA;MOSSI\ECOLE A;Bureau de vote 1; 395;
SANABA;MOSSI\ECOLE B;Bureau de vote 1; 378;
SANABA;PEULH\ARBRE A PALABRE;Bureau de vote 1; 401;
SOROWA;DAFING\ECOLE;Bureau de vote 1; 161;
SOUMAKUY;BWABA\ECOLE;Bureau de vote 1; 154;
TIMBA;MOSSI\ARBRE A PALABRE;Bureau de vote 1; 81;
YENKUY;BWABA\ECOLE;Bureau de vote 1; 127;
ZIGA;BOLIBANA\ECOLE B;Bureau de vote 1; 240;
ZIGA;DAFING\ECOLE A;Bureau de vote 1; 476;
ZIGA;DAFING\ECOLE A;Bureau de vote 2; 274;
ZIGA;DEDOUGOUDJIN\ECOLE B;Bureau de vote 1; 217;
Nombre de bureaux de la commune;Nombre d'inscrits de la commune; 8 096;
 33;
CENI/ Liste definitive 11/10/2015;16;
REGION;BOUCLE DU MOUHOUN;
PROVINCE;BANWA;
COMMUNE;
SOLENZO;
Secteur/Village;Bureau de vote;
Inscrits;
Emplacement;
BAMA;ECOLE;Bureau de vote 1; 271;
BAN;BAN\ECOLE CORANIQUE;Bureau de vote 1; 343;
BAN;ECOLE;Bureau de vote 1; 440;
BAN;ECOLE;Bureau de vote 2; 459;
BAN;ECOLE;Bureau de vote 3; 569;
BAYE;BAYE-KANSOMGO\ECOLE PUBLIQUE;Bureau de vote 1; 273;
BAYE;ECOLE;Bureau de vote 1; 453;
BAYE;ECOLE;Bureau de vote 2; 471;
BAYE;ECOLE;Bureau de vote 3; 195;
BENA;ECOLE;Bureau de vote 1; 481;
BENA;ECOLE;Bureau de vote 2; 468;
BENA;ECOLE;Bureau de vote 3; 523;
BENA;SANGOU\PLACE PUBLIQUE;Bureau de vote 1; 127;
BIALE;ECOLE;Bureau de vote 1; 454;
BONZA;ECOLE;Bureau de vote 1; 453;
BONZA;ECOLE;Bureau de vote 2; 474;
BONZA;ECOLE;Bureau de vote 3; 330;
DABOURA;BONKUY\ECOLE;Bureau de vote 1; 378;
DABOURA;ECOLE A;Bureau de vote 1; 427;
DABOURA;ECOLE A;Bureau de vote 2; 455;
DABOURA;ECOLE A;Bureau de vote 3; 389;
DABOURA;ECOLE A;Bureau de vote 4; 351;
DARSALAM;ECOLE;Bureau de vote 1; 444;
DARSALAM;ECOLE;Bureau de vote 2; 398;
DENKORO;ECOLE;Bureau de vote 1; 475;
DENKORO;ECOLE;Bureau de vote 2; 481;
DESSE;ECOLE;Bureau de vote 1; 558;
DINKIENA;ECOLE;Bureau de vote 1; 437;
DINKIENA;ECOLE;Bureau de vote 2; 512;
DIRA;ECOLE A;Bureau de vote 1; 452;
DIRA;ECOLE A;Bureau de vote 2; 489;
DISSANKUY;ECOLE;Bureau de vote 1; 436;
DISSANKUY;ECOLE;Bureau de vote 2; 449;
DISSANKUY;ECOLE;Bureau de vote 3; 363;
GNASSOUMADOUGOU;ECOLE;Bureau de vote 1; 410;
